name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),soup
The Vape,Yes,No,4.0,600,HSR,Casual Dining,"Asian, Beverages",800,Delivery,Bellandur,asian beverages casual dining bellandur
Chef Snow,No,No,3.700448817952718,0,Bannerghatta Road,Delivery,"North Indian, Chinese",300,Delivery,Bannerghatta Road,north indian chinese delivery bannerghattaroad
Priyadarshini,Yes,No,3.8,20,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Sarjapur Road,south indian north indian chinese quick bites sarjapurroad
Saara's Cafe - SS Lumina Hotel,No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,"North Indian, South Indian, Chinese, Arabian",800,Buffet,BTM,north indian south indian chinese arabian casual dining btm
Santosh Juice Junction,No,No,3.700448817952718,0,City Market,Beverage Shop,"Juices, Beverages",150,Delivery,Lavelle Road,juices beverages beverage shop lavelleroad
Ambur Biryani Zone,No,No,3.700448817952718,0,Malleshwaram,Quick Bites,"Biryani, Kebab",150,Dine-out,Malleshwaram,biryani kebab quick bites malleshwaram
Hotel Vedha,No,No,3.700448817952718,0,BTM,Quick Bites,"South Indian, North Indian",200,Delivery,BTM,south indian north indian quick bites btm
Siridhanya Upahara Darshini,Yes,No,3.4,5,Frazer Town,Casual Dining,South Indian,400,Delivery,Brigade Road,south indian casual dining brigaderoad
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery,Banashankari,south indian street food quick bites banashankari
Sweet Truth,Yes,No,3.9,35,Banashankari,Delivery,"Bakery, Desserts",500,Delivery,Banashankari,bakery desserts delivery banashankari
Tree Tops Bar & Kitchen,No,Yes,4.4,189,Lavelle Road,"Casual Dining, Bar","North Indian, Chinese, Continental, Italian","1,000",Dine-out,Brigade Road,north indian chinese continental italian casual dining bar brigaderoad
Coco Barista,No,No,3.700448817952718,0,BTM,Cafe,"Cafe, Beverages",400,Cafes,BTM,cafe beverages cafe btm
Parika Multicuisine & Coastal Fine Dine,Yes,Yes,3.9,601,HSR,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese","1,000",Delivery,BTM,mangalorean seafood north indian chinese casual dining btm
East Delicious,Yes,No,4.0,497,Marathahalli,Casual Dining,"Chinese, Thai",600,Delivery,Brookefield,chinese thai casual dining brookefield
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",600,Delivery,Brigade Road,chinese continental north indian mughlai steak casual dining brigaderoad
Aramane Donne Biryani,Yes,No,3.5,57,Banashankari,Quick Bites,Biryani,200,Delivery,Banashankari,biryani quick bites banashankari
Alankar Restaurant,No,No,3.700448817952718,0,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese",800,Delivery,Marathahalli,south indian north indian chinese casual dining marathahalli
The Modak,Yes,No,3.6,18,Bellandur,Quick Bites,"North Indian, Street Food, Desserts, Chinese",400,Delivery,Bellandur,north indian street food desserts chinese quick bites bellandur
Sri Balaji Juice And Chats,No,No,3.700448817952718,0,Vijay Nagar,"Quick Bites, Beverage Shop","Fast Food, Beverages",400,Delivery,Rajajinagar,fast food beverages quick bites beverage shop rajajinagar
Spicy Tadka,No,No,3.5,47,Electronic City,Delivery,"North Indian, Chinese, Bengali",400,Delivery,Electronic City,north indian chinese bengali delivery electroniccity
Tiger Trail - Royal Orchid Hotel,No,Yes,4.1,303,Old Airport Road,Fine Dining,North Indian,"2,000",Dine-out,Indiranagar,north indian fine dining indiranagar
Kamat Delicacy,No,No,3.700448817952718,0,Seshadripuram,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Malleshwaram,south indian north indian chinese quick bites malleshwaram
TOKI Taco House,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,Mexican,200,Delivery,BTM,mexican quick bites btm
Sanchez,No,No,4.3,1028,Lavelle Road,Lounge,"Mexican, Tex-Mex","1,500",Dine-out,Brigade Road,mexican tex mex lounge brigaderoad
Svi Food And Juice,No,No,3.700448817952718,0,Ulsoor,Quick Bites,North Indian,250,Dine-out,Brigade Road,north indian quick bites brigaderoad
The White Room - Coffee & Kitchen,No,Yes,4.0,1701,Church Street,Cafe,"Cafe, Continental, American, Desserts","1,000",Cafes,Brigade Road,cafe continental american desserts cafe brigaderoad
The Hunger Room,Yes,No,3.9,36,JP Nagar,Quick Bites,"Continental, Sandwich, Burger, Italian, Salad, Pizza",400,Delivery,Bannerghatta Road,continental sandwich burger italian salad pizza quick bites bannerghattaroad
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,449,MG Road,Fine Dining,"Chinese, Momos","3,000",Dine-out,Brigade Road,chinese momos fine dining brigaderoad
Treat Restaurant,Yes,No,2.8,31,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Brookefield,south indian north indian chinese casual dining brookefield
The Grub Central,Yes,Yes,4.0,797,HSR,Cafe,"Cafe, Italian, Continental",700,Delivery,Bellandur,cafe italian continental cafe bellandur
Lakshmi Hotel,No,No,3.700448817952718,0,Ulsoor,Quick Bites,"South Indian, Biryani",300,Dine-out,Brigade Road,south indian biryani quick bites brigaderoad
Lalchee's Rasoi,No,No,3.6,162,Bannerghatta Road,Casual Dining,"North Indian, Chinese",500,Delivery,Bannerghatta Road,north indian chinese casual dining bannerghattaroad
Johnny Fox,No,No,3.9,66,Hosur Road,Bar,"North Indian, Chinese","1,500",Delivery,BTM,north indian chinese bar btm
Shree Durga,No,No,3.2,7,Old Airport Road,Quick Bites,"North Indian, Chinese, Seafood",500,Delivery,Old Airport Road,north indian chinese seafood quick bites oldairportroad
Hotel Sri Annapoorneshwari Vegetarian,No,No,3.700448817952718,0,Bommanahalli,"Takeaway, Delivery","Andhra, South Indian, Fast Food",200,Delivery,Bannerghatta Road,andhra south indian fast food takeaway delivery bannerghattaroad
4 Mangoes,No,No,3.7,14,Old Airport Road,Kiosk,Ice Cream,200,Desserts,Indiranagar,ice cream kiosk indiranagar
Ackley Kitchen,Yes,No,3.6,33,Kaggadasapura,Quick Bites,"Fast Food, Continental, Burger",500,Delivery,Marathahalli,fast food continental burger quick bites marathahalli
Junkealth,No,No,3.700448817952718,0,JP Nagar,Quick Bites,"Healthy Food, Beverages, Cafe",300,Cafes,Bannerghatta Road,healthy food beverages cafe quick bites bannerghattaroad
Ice Thunder,No,No,3.8,124,Basavanagudi,Quick Bites,"South Indian, Fast Food, North Indian, Desserts",300,Dine-out,Banashankari,south indian fast food north indian desserts quick bites banashankari
Kushi Meals,Yes,No,3.700448817952718,0,Rajajinagar,Quick Bites,Fast Food,200,Delivery,Malleshwaram,fast food quick bites malleshwaram
Glasso Cafe,No,No,3.700448817952718,0,Electronic City,Casual Dining,"Continental, Chinese","1,200",Dine-out,Electronic City,continental chinese casual dining electroniccity
Organic,No,No,3.700448817952718,0,Rajajinagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts",300,Delivery,Malleshwaram,beverages desserts beverage shop dessert parlor malleshwaram
Sea Green Cafe,No,No,3.3,4,Banashankari,Cafe,"Cafe, Fast Food, Beverages",500,Cafes,Banashankari,cafe fast food beverages cafe banashankari
Ashirvad Veg,No,No,3.4,9,Marathahalli,Quick Bites,South Indian,300,Delivery,Brookefield,south indian quick bites brookefield
Pind Balluchi,Yes,Yes,4.0,1021,Brigade Road,Casual Dining,"North Indian, Mughlai",700,Delivery,Brigade Road,north indian mughlai casual dining brigaderoad
White Oak Cafe,No,No,2.6,26,Kammanahalli,Cafe,"Cafe, Fast Food",600,Cafes,Kalyan Nagar,cafe fast food cafe kalyannagar
Nakkshatra,No,Yes,3.9,79,Indiranagar,Casual Dining,"North Indian, Andhra","1,100",Dine-out,Indiranagar,north indian andhra casual dining indiranagar
Raidan Oven,No,No,3.3,4,Frazer Town,Quick Bites,"Rolls, Arabian",300,Delivery,Frazer Town,rolls arabian quick bites frazertown
Owl's Kitchen,No,No,3.1,44,BTM,Delivery,"North Indian, Chinese",500,Delivery,Bannerghatta Road,north indian chinese delivery bannerghattaroad
Annapoorani,No,No,3.9,434,Indiranagar,Casual Dining,South Indian,400,Buffet,Indiranagar,south indian casual dining indiranagar
9D Foods,Yes,No,4.0,458,Marathahalli,Quick Bites,"North Indian, Street Food",400,Delivery,Brookefield,north indian street food quick bites brookefield
Lassi & More,Yes,No,3.700448817952718,0,HSR,Beverage Shop,Juices,150,Delivery,Bellandur,juices beverage shop bellandur
CloudNYN - Sterling Mac Hotel,No,No,4.1,403,Old Airport Road,Bar,Finger Food,"1,000",Dine-out,Indiranagar,finger food bar indiranagar
Punjabi Nukkad Pure Veg,Yes,No,3.5,378,Bellandur,Quick Bites,"North Indian, Chinese, Juices",500,Delivery,Bellandur,north indian chinese juices quick bites bellandur
A1 Ambur Dum Biryani And Parota Centre,No,No,3.2,4,Basaveshwara Nagar,Quick Bites,Biryani,300,Dine-out,Rajajinagar,biryani quick bites rajajinagar
SLV Swadishta,No,No,3.8,189,Banashankari,Quick Bites,South Indian,300,Dine-out,Banashankari,south indian quick bites banashankari
Tasty Paradise,Yes,No,3.7,98,Malleshwaram,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",550,Delivery,Lavelle Road,north indian mughlai chinese beverages casual dining lavelleroad
Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,North Indian,800,Delivery,Banashankari,north indian casual dining banashankari
Cochin Connection,Yes,No,3.6,41,Koramangala 6th Block,Food Court,"Kerala, South Indian",500,Delivery,BTM,kerala south indian food court btm
Bubble Bee,Yes,No,3.9,45,HSR,Dessert Parlor,"Beverages, Bubble Tea, Desserts",400,Delivery,BTM,beverages bubble tea desserts dessert parlor btm
Amazing Blue Pub,No,No,3.4,10,Seshadripuram,Pub,Finger Food,900,Dine-out,Malleshwaram,finger food pub malleshwaram
Latitude Whitefield,No,Yes,3.9,327,Whitefield,Fine Dining,"North Indian, Continental, Asian, Italian","2,000",Dine-out,Whitefield,north indian continental asian italian fine dining whitefield
Cake Menu,Yes,No,3.5,25,Marathahalli,Bakery,Bakery,400,Delivery,Brookefield,bakery bakery brookefield
Patville,No,No,4.0,104,HSR,Dessert Parlor,Desserts,300,Desserts,HSR,desserts dessert parlor hsr
Coorg Lunch Home,Yes,No,3.6,57,Kammanahalli,Quick Bites,South Indian,300,Delivery,Kalyan Nagar,south indian quick bites kalyannagar
Night Bell,No,No,3.1,53,South Bangalore,Delivery,"Fast Food, North Indian",450,Delivery,BTM,fast food north indian delivery btm
Yummy Tummy,Yes,No,3.0,111,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,Delivery,Bellandur,rolls north indian chinese biryani quick bites bellandur
Maria Taste Circle,Yes,No,3.9,666,Marathahalli,Casual Dining,"South Indian, North Indian, Kerala, Seafood",450,Delivery,Brookefield,south indian north indian kerala seafood casual dining brookefield
Kylie's,No,No,4.2,261,Indiranagar,Quick Bites,"Asian, Chinese",500,Dine-out,Indiranagar,asian chinese quick bites indiranagar
Coffee Mechanics,Yes,No,4.3,191,HBR Layout,Cafe,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700,Cafes,Kalyan Nagar,cafe bakery french jewish sandwich vegan coffee cafe kalyannagar
Neelu's Food Court,No,No,3.700448817952718,0,Electronic City,Quick Bites,"South Indian, Fast Food",250,Dine-out,Electronic City,south indian fast food quick bites electroniccity
All Saints Bakery,No,No,3.6,23,Brigade Road,Bakery,Bakery,200,Delivery,Brigade Road,bakery bakery brigaderoad
Braggkit,No,No,3.700448817952718,0,Koramangala 1st Block,Delivery,Fast Food,300,Delivery,HSR,fast food delivery hsr
Tasty Jigarthanda,Yes,No,3.4,10,BTM,Beverage Shop,"Beverages, Ice Cream",150,Delivery,Bannerghatta Road,beverages ice cream beverage shop bannerghattaroad
Magic Masala,No,No,3.700448817952718,0,JP Nagar,Casual Dining,"North Indian, Chinese, Fast Food",550,Delivery,JP Nagar,north indian chinese fast food casual dining jpnagar
Ghar Ke Phulke,No,No,3.700448817952718,0,"ITPL Main Road, Whitefield",Quick Bites,North Indian,300,Delivery,Brookefield,north indian quick bites brookefield
Shawarma Corner,No,No,3.700448817952718,0,BTM,Quick Bites,Arabian,100,Delivery,BTM,arabian quick bites btm
Blu Oyster,No,Yes,3.700448817952718,0,Indiranagar,Casual Dining,"Seafood, Continental, European, Mediterranean","1,500",Dine-out,Indiranagar,seafood continental european mediterranean casual dining indiranagar
Wall Street 657,No,No,4.1,1858,Indiranagar,Bar,"Finger Food, Continental","1,200",Dine-out,Indiranagar,finger food continental bar indiranagar
Clean Eats,No,No,3.700448817952718,0,Electronic City,"Takeaway, Delivery",Healthy Food,300,Delivery,Electronic City,healthy food takeaway delivery electroniccity
Hari Super Sandwich,No,No,3.700448817952718,0,Banashankari,"Takeaway, Delivery","Sandwich, Pizza, Beverages",200,Delivery,Banashankari,sandwich pizza beverages takeaway delivery banashankari
Zing Roll,Yes,No,3.700448817952718,0,HSR,Quick Bites,"Rolls, Sandwich",300,Delivery,Bellandur,rolls sandwich quick bites bellandur
Rolls & Biryani,No,No,3.700448817952718,0,Old Airport Road,Quick Bites,Rolls,250,Dine-out,Indiranagar,rolls quick bites indiranagar
Cream Stone,No,No,4.0,319,JP Nagar,Dessert Parlor,"Desserts, Beverages",500,Desserts,Bannerghatta Road,desserts beverages dessert parlor bannerghattaroad
Sri Balaji Tiffin Centre,No,No,3.700448817952718,0,Banashankari,Quick Bites,"South Indian, Chinese",300,Dine-out,Banashankari,south indian chinese quick bites banashankari
Arham's Resto,No,No,3.700448817952718,0,Vasanth Nagar,Quick Bites,"Chinese, North Indian, Fast Food",250,Delivery,Church Street,chinese north indian fast food quick bites churchstreet
Ooty Chocolates,Yes,No,3.3,9,Sarjapur Road,Dessert Parlor,Desserts,300,Delivery,Bellandur,desserts dessert parlor bellandur
Andhra Vilaas,Yes,No,3.7,52,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350,Delivery,Bellandur,andhra north indian biryani quick bites bellandur
Lassi Cream,No,No,3.700448817952718,0,Frazer Town,Beverage Shop,"Beverages, Ice Cream",200,Delivery,Frazer Town,beverages ice cream beverage shop frazertown
The Pavillion,No,No,2.7,43,JP Nagar,Casual Dining,"North Indian, Continental, South Indian, Chinese","1,000",Buffet,Bannerghatta Road,north indian continental south indian chinese casual dining bannerghattaroad
Sri Murali Krishna,Yes,No,3.700448817952718,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery,Bellandur,north indian chinese biryani casual dining bellandur
Terracotta Whitefield,No,Yes,4.0,244,Whitefield,Fine Dining,"North Indian, Lucknowi, Afghan","3,000",Dine-out,Whitefield,north indian lucknowi afghan fine dining whitefield
DIET Cravers,No,No,3.700448817952718,0,Electronic City,"Takeaway, Delivery","Salad, Healthy Food",300,Delivery,Electronic City,salad healthy food takeaway delivery electroniccity
Akshatha Nati Style,No,No,3.7,20,Vijay Nagar,Quick Bites,"South Indian, Chinese, North Indian",500,Dine-out,Rajajinagar,south indian chinese north indian quick bites rajajinagar
Kartik's Mithai Shoppe,Yes,No,4.1,110,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",150,Delivery,Brigade Road,mithai street food quick bites sweet shop brigaderoad
Murali Miltary Hotel,No,No,3.700448817952718,0,Jayanagar,Quick Bites,Biryani,300,Delivery,Basavanagudi,biryani quick bites basavanagudi
Lassi n Chats,No,No,3.700448817952718,0,Rajajinagar,Quick Bites,"Street Food, Juices",150,Delivery,Malleshwaram,street food juices quick bites malleshwaram
Make It Roll,Yes,No,3.8,33,HSR,Quick Bites,"Rolls, Salad, Sandwich",400,Delivery,BTM,rolls salad sandwich quick bites btm
SLN Bar and Restaurant,No,No,3.700448817952718,0,Banashankari,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari,north indian chinese casual dining banashankari
Ice box,No,No,3.700448817952718,0,Frazer Town,Delivery,"Ice Cream, Beverages, Fast Food",200,Delivery,Frazer Town,ice cream beverages fast food delivery frazertown
Southindies,No,Yes,4.1,1224,Indiranagar,Casual Dining,"South Indian, Chettinad, Kerala, Sri Lankan",800,Buffet,Indiranagar,south indian chettinad kerala sri lankan casual dining indiranagar
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500,Delivery,Banashankari,south indian arabian chinese north indian seafood mangalorean casual dining banashankari
Dil Face Food,No,No,3.700448817952718,0,Sanjay Nagar,Quick Bites,Fast Food,150,Delivery,New BEL Road,fast food quick bites newbelroad
UBCR,Yes,No,3.3,5,Indiranagar,"Cafe, Quick Bites","Italian, American, Chinese, Arabian, North Indian, Cafe",350,Delivery,Brigade Road,italian american chinese arabian north indian cafe cafe quick bites brigaderoad
Rimo,Yes,No,3.9,44,Koramangala 5th Block,Quick Bites,"Tibetan, Asian, Momos",500,Delivery,BTM,tibetan asian momos quick bites btm
Maruthi Sweet Corner,No,No,3.700448817952718,0,Electronic City,Quick Bites,Desserts,300,Desserts,Electronic City,desserts quick bites electroniccity
Mighty Paws,Yes,No,4.0,136,Sarjapur Road,Cafe,Cafe,500,Delivery,Bellandur,cafe cafe bellandur
The Coastal Crew by Fujian on 24th,Yes,Yes,4.2,1028,JP Nagar,"Casual Dining, Bar","Chinese, Thai, Seafood, North Indian, Momos","1,100",Delivery,Bannerghatta Road,chinese thai seafood north indian momos casual dining bar bannerghattaroad
Madhuban Restaurant,No,No,3.700448817952718,0,Marathahalli,Casual Dining,"Bengali, Continental, Fast Food, North Indian, Seafood",500,Delivery,Marathahalli,bengali continental fast food north indian seafood casual dining marathahalli
Elements - Mapple Express,No,No,2.9,51,Whitefield,Casual Dining,"North Indian, Chinese, Fast Food",600,Buffet,Brookefield,north indian chinese fast food casual dining brookefield
Lickity Garden,Yes,No,3.2,4,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750,Delivery,Church Street,continental mexican biryani italian chinese arabian steak casual dining churchstreet
